Location,MutOperator,NumMutStmt,NodeType,StmtType,LineNum,MetStmtTotal,MetStmtIdx,MetStmtSucc,NumTests,ReturnType,TryCatch,RetByRef,MetParaCount,MetMagic,Detected
2936,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,134,0,0,0,407,none,0,0,0,0,1
2937,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,156,0,0,0,200,none,0,0,0,0,1
2938,Ternary,1,PhpParser\Node\Expr\Ternary,PhpParser\Node\Stmt\Expression,50,1,0,0,3830,none,0,0,1,0,0
2939,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,48,0,0,0,30640,none,0,0,0,0,0
2940,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,59,0,0,0,15320,none,0,0,0,0,0
2941,NotIdentical,1,PhpParser\Node\Expr\BinaryOp\NotIdentical,PhpParser\Node\Stmt\Return_,72,1,0,0,3830,none,0,0,0,0,0
2942,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,70,0,0,0,15320,none,0,0,0,0,0
2943,NotIdentical,3,PhpParser\Node\Expr\BinaryOp\NotIdentical,PhpParser\Node\Stmt\If_,87,2,0,0,1600,none,0,0,2,0,0
2944,NotIdentical,3,PhpParser\Node\Expr\BinaryOp\NotIdentical,PhpParser\Node\Stmt\If_,87,2,0,0,1600,none,0,0,2,0,0
2945,LogicalAnd,3,PhpParser\Node\Expr\BinaryOp\BooleanAnd,PhpParser\Node\Stmt\If_,87,2,0,0,1600,none,0,0,2,0,0
2946,ProtectedVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,84,0,0,0,57178,none,0,0,0,0,0
2947,InstanceOf_,2,PhpParser\Node\Expr\Instanceof_,none,107,0,0,0,2769,none,0,0,0,0,0
2948,InstanceOf_,2,PhpParser\Node\Expr\Instanceof_,none,107,0,0,0,2769,none,0,0,0,0,0
2949,Ternary,1,PhpParser\Node\Expr\Ternary,none,111,3,0,0,2,none,0,0,1,0,0
2950,ProtectedVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,103,0,0,0,124725,none,0,0,0,0,0
2951,CloneRemoval,1,PhpParser\Node\Expr\Clone_,PhpParser\Node\Stmt\Expression,122,4,0,0,1600,none,0,0,2,0,0
2952,InstanceOf_,3,PhpParser\Node\Expr\Instanceof_,none,130,0,0,0,1600,none,0,0,0,0,0
2953,InstanceOf_,3,PhpParser\Node\Expr\Instanceof_,none,130,0,0,0,1600,none,0,0,0,0,0
2954,Ternary,3,PhpParser\Node\Expr\Ternary,PhpParser\Node\Stmt\Expression,130,4,3,0,1600,none,0,0,2,0,0
2955,ProtectedVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,119,0,0,0,105768,none,0,0,0,0,0
2956,CastInt,1,PhpParser\Node\Expr\Cast\Int_,PhpParser\Node\Stmt\Return_,28,1,0,0,17,none,0,0,2,0,0
2957,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,26,0,0,0,68,none,0,0,0,0,1
2958,DecrementInteger,3,PhpParser\Node\Scalar\LNumber,none,41,0,0,0,4,none,0,0,0,0,1
2959,IncrementInteger,3,PhpParser\Node\Scalar\LNumber,none,41,0,0,0,4,none,0,0,0,0,1
2960,Division,3,PhpParser\Node\Expr\BinaryOp\Div,PhpParser\Node\Stmt\Return_,41,1,0,0,4,none,0,0,2,0,1
2961,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,39,0,0,0,40,none,0,0,0,0,1
2962,NewObject,1,PhpParser\Node\Stmt\Return_,none,54,0,0,0,2,none,0,0,0,0,1
2963,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,52,0,0,0,8,none,0,0,0,0,1
2964,CastInt,1,PhpParser\Node\Expr\Cast\Int_,PhpParser\Node\Stmt\Return_,66,1,0,0,2,none,0,0,1,0,0
2965,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,64,0,0,0,8,none,0,0,0,0,1
2966,DecrementInteger,3,PhpParser\Node\Scalar\LNumber,none,87,0,0,0,2,none,0,0,0,0,0
2967,IncrementInteger,3,PhpParser\Node\Scalar\LNumber,none,87,0,0,0,2,none,0,0,0,0,0
2968,DecrementInteger,9,PhpParser\Node\Scalar\LNumber,none,89,0,0,0,2,none,0,0,0,0,1
2969,IncrementInteger,9,PhpParser\Node\Scalar\LNumber,none,89,0,0,0,2,none,0,0,0,0,1
2970,DecrementInteger,9,PhpParser\Node\Scalar\LNumber,none,89,0,0,0,2,none,0,0,0,0,1
2971,IncrementInteger,9,PhpParser\Node\Scalar\LNumber,none,89,0,0,0,2,none,0,0,0,0,1
2972,Minus,9,PhpParser\Node\Expr\BinaryOp\Minus,PhpParser\Node\Stmt\Return_,89,1,0,0,2,none,0,0,1,0,1
2973,Division,9,PhpParser\Node\Expr\BinaryOp\Div,PhpParser\Node\Stmt\Return_,89,1,0,0,2,none,0,0,1,0,1
2974,RoundingFamily,9,PhpParser\Node\Expr\FuncCall,PhpParser\Node\Stmt\Return_,89,1,0,0,2,none,0,0,1,0,1
2975,RoundingFamily,9,PhpParser\Node\Expr\FuncCall,PhpParser\Node\Stmt\Return_,89,1,0,0,2,none,0,0,1,0,1
2976,FunctionCall,9,PhpParser\Node\Stmt\Return_,none,89,0,0,0,2,none,0,0,0,0,1
2977,PublicVisibility,3,PhpParser\Node\Stmt\ClassMethod,none,87,0,0,0,8,none,0,0,0,0,1
2978,DecrementInteger,2,PhpParser\Node\Scalar\LNumber,none,99,0,0,0,2,none,0,0,0,0,1
2979,IncrementInteger,2,PhpParser\Node\Scalar\LNumber,none,99,0,0,0,2,none,0,0,0,0,1
2980,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,97,0,0,0,8,none,0,0,0,0,1
2981,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,109,0,0,0,4,none,0,0,0,0,1
2982,DecrementInteger,4,PhpParser\Node\Scalar\LNumber,none,34,0,0,0,422,none,0,0,0,0,1
2983,IncrementInteger,4,PhpParser\Node\Scalar\LNumber,none,34,0,0,0,422,none,0,0,0,0,1
2984,OneZeroInteger,4,PhpParser\Node\Scalar\LNumber,none,34,0,0,0,422,none,0,0,0,0,1
2985,Plus,1,PhpParser\Node\Expr\BinaryOp\Plus,none,43,2,0,0,27,none,0,0,2,0,1
2986,Division,4,PhpParser\Node\Expr\BinaryOp\Div,none,45,2,0,0,27,none,0,0,2,0,1
2987,RoundingFamily,4,PhpParser\Node\Expr\FuncCall,none,45,2,0,0,27,none,0,0,2,0,1
2988,RoundingFamily,4,PhpParser\Node\Expr\FuncCall,none,45,2,0,0,27,none,0,0,2,0,1
2989,CastInt,4,PhpParser\Node\Expr\Cast\Int_,none,45,2,0,0,27,none,0,0,2,0,1
2990,Assignment,2,PhpParser\Node\Expr\AssignOp\Plus,none,46,2,0,0,27,none,0,0,2,0,1
2991,PlusEqual,2,PhpParser\Node\Expr\AssignOp\Plus,none,46,2,0,0,27,none,0,0,2,0,1
2992,Multiplication,3,PhpParser\Node\Expr\BinaryOp\Mul,none,47,2,0,0,27,none,0,0,2,0,1
2993,Assignment,3,PhpParser\Node\Expr\AssignOp\Minus,none,47,2,0,0,27,none,0,0,2,0,1
2994,MinusEqual,3,PhpParser\Node\Expr\AssignOp\Minus,none,47,2,0,0,27,none,0,0,2,0,1
