MutOperator,NumMutInstr,Opcode,LineNum,BlockNum,MetInstrTotal,MetInstrIdx,MetInstrSucc,NumTests,ReturnType,LocalVars,TryCatch,Detected
UOI2Mutator,10,21,132,6,40,21,19,8,none,1,0,1
UOI2Mutator,10,21,132,7,40,24,16,8,none,1,0,1
UOI2Mutator,10,21,132,8,40,27,13,8,none,1,0,1
UOI2Mutator,10,21,132,9,40,30,10,8,none,1,0,0
UOI3Mutator,10,21,132,0,40,3,37,8,none,1,0,1
UOI3Mutator,10,21,132,1,40,6,34,8,none,1,0,1
UOI3Mutator,10,21,132,2,40,9,31,8,none,1,0,1
UOI3Mutator,10,21,132,3,40,12,28,8,none,1,0,1
UOI3Mutator,10,21,132,4,40,15,25,8,none,1,0,1
UOI3Mutator,10,21,132,5,40,18,22,8,none,1,0,1
UOI3Mutator,10,21,132,6,40,21,19,8,none,1,0,1
