MutOperator,NumMutInstr,Opcode,LineNum,BlockNum,MetInstrTotal,MetInstrIdx,MetInstrSucc,NumTests,ReturnType,LocalVars,TryCatch,Detected
UOI4Mutator,10,21,100,6,48,46,2,7,none,5,0,1
ConditionalsBoundaryMutator,18,162,113,5,67,30,37,3,none,3,0,1
ConditionalsBoundaryMutator,18,158,114,6,67,34,33,1,none,3,0,0
ConstructorCallMutator,2,183,110,0,67,5,62,3,none,3,0,1
EmptyObjectReturnValsMutator,4,176,120,13,67,66,1,3,none,3,0,1
InlineConstantMutator,14,16,112,3,67,17,50,3,none,3,0,1
InlineConstantMutator,10,3,113,4,67,22,45,3,none,3,0,0
InlineConstantMutator,14,16,115,7,67,38,29,1,none,3,0,0
InlineConstantMutator,14,16,119,11,67,59,8,3,none,3,0,1
NegateConditionalsMutator,18,162,113,5,67,30,37,3,none,3,0,1
NegateConditionalsMutator,18,158,114,6,67,34,33,1,none,3,0,0
NonVoidMethodCallMutator,2,183,111,1,67,11,56,3,none,3,0,1
NonVoidMethodCallMutator,4,182,111,2,67,12,55,3,none,3,0,1
NonVoidMethodCallMutator,4,182,112,3,67,18,49,3,none,3,0,1
NonVoidMethodCallMutator,4,182,115,7,67,39,28,1,none,3,0,0
NonVoidMethodCallMutator,4,182,117,9,67,49,18,1,none,3,0,0
NonVoidMethodCallMutator,4,182,119,11,67,60,7,3,none,3,0,1
NonVoidMethodCallMutator,2,182,120,12,67,65,2,3,none,3,0,1
RemoveConditionalMutator_ORDER_ELSE,18,162,113,5,67,30,37,3,none,3,0,0
RemoveConditionalMutator_ORDER_ELSE,18,158,114,6,67,34,33,1,none,3,0,0
RemoveConditionalMutator_ORDER_IF,18,162,113,5,67,30,37,3,none,3,0,1
RemoveConditionalMutator_ORDER_IF,18,158,114,6,67,34,33,1,none,3,0,0
ReturnValsMutator,4,176,120,13,67,66,1,3,none,3,0,1
NakedReceiverMutator,4,182,111,2,67,12,55,3,none,3,0,1
NakedReceiverMutator,4,182,112,3,67,18,49,3,none,3,0,1
NakedReceiverMutator,4,182,115,7,67,39,28,1,none,3,0,0
NakedReceiverMutator,4,182,117,9,67,49,18,1,none,3,0,0
NakedReceiverMutator,4,182,119,11,67,60,7,3,none,3,0,1
ABSMutator,10,21,113,5,67,26,41,3,none,3,0,1
ABSMutator,10,21,114,6,67,33,34,1,none,3,0,0
ABSMutator,10,21,117,9,67,47,20,1,none,3,0,1
CRCR1Mutator,14,16,112,3,67,17,50,3,none,3,0,1
CRCR1Mutator,10,3,113,4,67,22,45,3,none,3,0,0
CRCR1Mutator,14,16,115,7,67,38,29,1,none,3,0,0
CRCR1Mutator,14,16,119,11,67,59,8,3,none,3,0,1
CRCR2Mutator,14,16,112,3,67,17,50,3,none,3,0,1
CRCR2Mutator,14,16,115,7,67,38,29,1,none,3,0,0
CRCR2Mutator,14,16,119,11,67,59,8,3,none,3,0,1
CRCR3Mutator,14,16,112,3,67,17,50,3,none,3,0,1
CRCR3Mutator,10,3,113,4,67,22,45,3,none,3,0,1
CRCR3Mutator,14,16,115,7,67,38,29,1,none,3,0,0
CRCR3Mutator,14,16,119,11,67,59,8,3,none,3,0,1
CRCR4Mutator,14,16,112,3,67,17,50,3,none,3,0,1
CRCR4Mutator,14,16,115,7,67,38,29,1,none,3,0,0
CRCR4Mutator,14,16,119,11,67,59,8,3,none,3,0,1
CRCR5Mutator,14,16,112,3,67,17,50,3,none,3,0,1
CRCR5Mutator,10,3,113,4,67,22,45,3,none,3,0,0
CRCR5Mutator,14,16,115,7,67,38,29,1,none,3,0,0
CRCR5Mutator,14,16,119,11,67,59,8,3,none,3,0,1
CRCR6Mutator,14,16,112,3,67,17,50,3,none,3,0,1
CRCR6Mutator,10,3,113,4,67,22,45,3,none,3,0,1
CRCR6Mutator,14,16,115,7,67,38,29,1,none,3,0,0
CRCR6Mutator,14,16,119,11,67,59,8,3,none,3,0,1
ROR1Mutator,18,162,113,5,67,30,37,3,none,3,0,1
ROR1Mutator,18,158,114,6,67,34,33,1,none,3,0,0
ROR2Mutator,18,162,113,5,67,30,37,3,none,3,0,0
ROR2Mutator,18,158,114,6,67,34,33,1,none,3,0,0
ROR3Mutator,18,162,113,5,67,30,37,3,none,3,0,1
ROR3Mutator,18,158,114,6,67,34,33,1,none,3,0,0
ROR4Mutator,18,162,113,5,67,30,37,3,none,3,0,0
ROR4Mutator,18,158,114,6,67,34,33,1,none,3,0,0
ROR5Mutator,18,162,113,5,67,30,37,3,none,3,0,1
ROR5Mutator,18,158,114,6,67,34,33,1,none,3,0,0
UOI1Mutator,10,21,113,5,67,26,41,3,none,3,0,0
UOI1Mutator,10,21,114,6,67,33,34,1,none,3,0,0
UOI1Mutator,10,21,117,9,67,47,20,1,none,3,0,0
UOI2Mutator,10,21,113,5,67,26,41,3,none,3,0,1
UOI2Mutator,10,21,114,6,67,33,34,1,none,3,0,1
UOI2Mutator,10,21,117,9,67,47,20,1,none,3,0,1
UOI3Mutator,10,21,113,5,67,26,41,3,none,3,0,0
UOI3Mutator,10,21,114,6,67,33,34,1,none,3,0,0
UOI3Mutator,10,21,117,9,67,47,20,1,none,3,0,0
UOI4Mutator,10,21,113,5,67,26,41,3,none,3,0,1
UOI4Mutator,10,21,114,6,67,33,34,1,none,3,0,1
UOI4Mutator,10,21,117,9,67,47,20,1,none,3,0,1
InlineConstantMutator,10,3,62,0,11,6,5,7,none,3,0,0
CRCR1Mutator,10,3,62,0,11,6,5,7,none,3,0,0
CRCR3Mutator,10,3,62,0,11,6,5,7,none,3,0,0
CRCR5Mutator,10,3,62,0,11,6,5,7,none,3,0,0
CRCR6Mutator,10,3,62,0,11,6,5,7,none,3,0,0
MemberVariableMutator,2,181,79,1,19,10,9,7,none,4,0,1
MemberVariableMutator,2,181,80,1,19,15,4,7,none,4,0,0
ABSMutator,10,21,80,1,19,14,5,7,none,4,0,0
UOI1Mutator,10,21,80,1,19,14,5,7,none,4,0,0
UOI2Mutator,10,21,80,1,19,14,5,7,none,4,0,0
UOI3Mutator,10,21,80,1,19,14,5,7,none,4,0,0
UOI4Mutator,10,21,80,1,19,14,5,7,none,4,0,0
NegateConditionalsMutator,8,153,95,1,37,22,15,0,none,1,1,0
RemoveConditionalMutator_EQUAL_ELSE,8,153,95,1,37,22,15,0,none,1,1,0
RemoveConditionalMutator_EQUAL_IF,8,153,95,1,37,22,15,0,none,1,1,0
VoidMethodCallMutator,2,183,93,0,37,4,33,0,none,1,1,0
VoidMethodCallMutator,1,182,96,2,37,27,10,0,none,1,1,0
ROR1Mutator,8,153,95,1,37,22,15,0,none,1,1,0
ROR2Mutator,8,153,95,1,37,22,15,0,none,1,1,0
ROR3Mutator,8,153,95,1,37,22,15,0,none,1,1,0
ROR4Mutator,8,153,95,1,37,22,15,0,none,1,1,0
ROR5Mutator,8,153,95,1,37,22,15,0,none,1,1,0
InlineConstantMutator,12,2,111,1,22,9,13,4,none,2,0,1
NegateConditionalsMutator,16,159,111,1,22,10,12,4,none,2,0,1
NonVoidMethodCallMutator,2,183,110,0,22,4,18,4,none,2,0,1
PrimitiveReturnsMutator,4,172,114,3,22,21,1,4,none,2,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,159,111,1,22,10,12,4,none,2,0,1
RemoveConditionalMutator_EQUAL_IF,16,159,111,1,22,10,12,4,none,2,0,1
ReturnValsMutator,4,172,114,3,22,21,1,4,none,2,0,1
VoidMethodCallMutator,2,182,112,2,22,16,6,4,none,2,0,1
ABSMutator,10,21,111,1,22,8,14,4,none,2,0,1
ABSMutator,10,21,112,2,22,15,7,4,none,2,0,1
ABSMutator,10,21,114,3,22,20,2,4,none,2,0,1
CRCR1Mutator,12,2,111,1,22,9,13,4,none,2,0,1
CRCR2Mutator,12,2,111,1,22,9,13,4,none,2,0,1
CRCR4Mutator,12,2,111,1,22,9,13,4,none,2,0,1
