MutOperator,NumMutInstr,Opcode,LineNum,BlockNum,MetInstrTotal,MetInstrIdx,MetInstrSucc,NumTests,ReturnType,LocalVars,TryCatch,Detected
CRCR3Mutator,14,6,132,0,30,8,22,1,none,2,0,1
CRCR3Mutator,10,3,132,0,30,11,19,1,none,2,0,1
CRCR3Mutator,12,4,132,2,30,17,13,1,none,2,0,1
CRCR3Mutator,14,5,132,4,30,23,7,1,none,2,0,1
CRCR4Mutator,14,6,132,0,30,8,22,1,none,2,0,1
CRCR4Mutator,12,4,132,2,30,17,13,1,none,2,0,1
CRCR4Mutator,14,5,132,4,30,23,7,1,none,2,0,1
CRCR5Mutator,14,6,132,0,30,8,22,1,none,2,0,0
CRCR5Mutator,10,3,132,0,30,11,19,1,none,2,0,1
CRCR5Mutator,12,4,132,2,30,17,13,1,none,2,0,1
CRCR5Mutator,14,5,132,4,30,23,7,1,none,2,0,1
CRCR6Mutator,14,6,132,0,30,8,22,1,none,2,0,1
CRCR6Mutator,10,3,132,0,30,11,19,1,none,2,0,1
CRCR6Mutator,12,4,132,2,30,17,13,1,none,2,0,1
CRCR6Mutator,14,5,132,4,30,23,7,1,none,2,0,1
ConstructorCallMutator,2,183,119,0,11,6,5,12,none,1,0,1
MemberVariableMutator,2,181,119,1,11,7,4,12,none,1,0,1
ConstructorCallMutator,2,183,111,0,11,6,5,21,none,1,0,1
MemberVariableMutator,2,181,111,1,11,7,4,21,none,1,0,1
MemberVariableMutator,2,181,123,0,9,5,4,0,none,2,0,0
ConstructorCallMutator,2,183,115,0,11,6,5,3,none,1,0,1
MemberVariableMutator,2,181,115,1,11,7,4,3,none,1,0,1
EmptyObjectReturnValsMutator,4,176,69,3,14,13,1,590,none,1,0,1
NegateConditionalsMutator,8,199,69,0,14,4,10,590,none,1,0,1
NonVoidMethodCallMutator,2,182,69,2,14,10,4,590,none,1,0,1
RemoveConditionalMutator_EQUAL_ELSE,8,199,69,0,14,4,10,590,none,1,0,0
RemoveConditionalMutator_EQUAL_IF,8,199,69,0,14,4,10,590,none,1,0,1
ReturnValsMutator,4,176,69,3,14,13,1,590,none,1,0,1
ROR5Mutator,8,199,69,0,14,4,10,590,none,1,0,1
EmptyObjectReturnValsMutator,4,176,57,1,7,6,1,350,L,2,0,1
NonVoidMethodCallMutator,2,184,57,0,7,5,2,350,L,2,0,1
ReturnValsMutator,4,176,57,1,7,6,1,350,L,2,0,1
EmptyObjectReturnValsMutator,4,176,61,1,7,6,1,27,L,2,0,1
NonVoidMethodCallMutator,2,184,61,0,7,5,2,27,L,2,0,1
ReturnValsMutator,4,176,61,1,7,6,1,27,L,2,0,1
ArgumentPropagationMutator,4,184,65,2,11,9,2,0,none,2,0,0
EmptyObjectReturnValsMutator,4,176,65,3,11,10,1,0,none,2,0,0
NonVoidMethodCallMutator,2,182,65,0,11,5,6,0,none,2,0,0
NonVoidMethodCallMutator,2,184,65,1,11,6,5,0,none,2,0,0
NonVoidMethodCallMutator,4,184,65,2,11,9,2,0,none,2,0,0
ReturnValsMutator,4,176,65,3,11,10,1,0,none,2,0,0
EmptyObjectReturnValsMutator,4,176,45,3,57,11,46,453,none,2,0,1
EmptyObjectReturnValsMutator,4,176,47,6,57,24,33,350,none,2,0,1
EmptyObjectReturnValsMutator,4,176,49,9,57,37,20,27,none,2,0,1
EmptyObjectReturnValsMutator,4,176,51,12,57,50,7,0,none,2,0,0
EmptyObjectReturnValsMutator,4,176,53,14,57,56,1,590,none,2,0,1
NegateConditionalsMutator,16,153,44,1,57,5,52,930,none,2,0,1
NegateConditionalsMutator,16,153,46,4,57,17,40,802,none,2,0,1
NegateConditionalsMutator,16,153,48,7,57,30,27,608,none,2,0,1
NegateConditionalsMutator,16,153,50,10,57,43,14,590,none,2,0,1
NonVoidMethodCallMutator,2,184,44,0,57,4,53,930,none,2,0,1
NonVoidMethodCallMutator,2,184,45,2,57,10,47,453,none,2,0,1
NonVoidMethodCallMutator,2,184,47,5,57,23,34,350,none,2,0,1
NonVoidMethodCallMutator,2,184,49,8,57,36,21,27,none,2,0,1
NonVoidMethodCallMutator,2,184,51,11,57,49,8,0,none,2,0,0
NonVoidMethodCallMutator,2,184,53,13,57,55,2,590,none,2,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,153,44,1,57,5,52,930,none,2,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,153,46,4,57,17,40,802,none,2,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,153,48,7,57,30,27,608,none,2,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,153,50,10,57,43,14,590,none,2,0,0
RemoveConditionalMutator_EQUAL_IF,16,153,44,1,57,5,52,930,none,2,0,1
RemoveConditionalMutator_EQUAL_IF,16,153,46,4,57,17,40,802,none,2,0,1
RemoveConditionalMutator_EQUAL_IF,16,153,48,7,57,30,27,608,none,2,0,1
RemoveConditionalMutator_EQUAL_IF,16,153,50,10,57,43,14,590,none,2,0,1
ReturnValsMutator,4,176,45,3,57,11,46,453,none,2,0,1
ReturnValsMutator,4,176,47,6,57,24,33,350,none,2,0,1
ReturnValsMutator,4,176,49,9,57,37,20,27,none,2,0,1
ReturnValsMutator,4,176,51,12,57,50,7,0,none,2,0,0
ReturnValsMutator,4,176,53,14,57,56,1,590,none,2,0,1
ROR1Mutator,16,153,44,1,57,5,52,930,none,2,0,1
ROR1Mutator,16,153,46,4,57,17,40,802,none,2,0,1
ROR1Mutator,16,153,48,7,57,30,27,608,none,2,0,1
ROR1Mutator,16,153,50,10,57,43,14,590,none,2,0,1
ROR2Mutator,16,153,44,1,57,5,52,930,none,2,0,0
ROR2Mutator,16,153,46,4,57,17,40,802,none,2,0,0
ROR2Mutator,16,153,48,7,57,30,27,608,none,2,0,0
ROR2Mutator,16,153,50,10,57,43,14,590,none,2,0,0
ROR3Mutator,16,153,44,1,57,5,52,930,none,2,0,1
ROR3Mutator,16,153,46,4,57,17,40,802,none,2,0,1
ROR3Mutator,16,153,48,7,57,30,27,608,none,2,0,1
ROR3Mutator,16,153,50,10,57,43,14,590,none,2,0,1
ROR4Mutator,16,153,44,1,57,5,52,930,none,2,0,1
ROR4Mutator,16,153,46,4,57,17,40,802,none,2,0,1
ROR4Mutator,16,153,48,7,57,30,27,608,none,2,0,1
ROR4Mutator,16,153,50,10,57,43,14,590,none,2,0,0
